stint_id,player_id,real_name,country,current_team,player_status,stint_number,total_stints,team,date_start,date_end,date_range,stint_status,is_current_team,duration_days,year_start,year_end,roles,player_url
138,HyP,Damien Souville,France,Mandatory,Active,3,10,NiP,2020-09-17,2020-10-20,2020-09-17 — 2020-10-20,Inactive,False,33,2020,2020,[],https://liquipedia.net/valorant/HyP
139,HyP,Damien Souville,France,Mandatory,Active,4,10,Cave Canem,2020-12-14,2021-01-12,2020-12-14 — 2021-01-12,Active,False,29,2020,2021,[],https://liquipedia.net/valorant/HyP
140,HyP,Damien Souville,France,Mandatory,Active,5,10,Entropiq,2021-02-03,2021-06-01,2021-02-03 — 2021-06-01,Active,False,118,2021,2021,[],https://liquipedia.net/valorant/HyP
141,HyP,Damien Souville,France,Mandatory,Active,6,10,Bonsoir,2021-06-27,2021-10-18,2021-06-27 — 2021-10-18,Active,False,113,2021,2021,[],https://liquipedia.net/valorant/HyP
142,HyP,Damien Souville,France,Mandatory,Active,7,10,Last Dance,2021-10-18,2022-01-28,2021-10-18 — 2022-01-28,Active,False,102,2021,2022,[],https://liquipedia.net/valorant/HyP
143,HyP,Damien Souville,France,Mandatory,Active,8,10,Mandatory,2022-01-28,2025-11-04,2022-01-28 — 2025-11-04,Active,False,1376,2022,2025,[],https://liquipedia.net/valorant/HyP
144,HyP,Damien Souville,France,Mandatory,Active,9,10,Retired,2025-11-04,,2025-11-04,Active,False,0,2025,2026,[],https://liquipedia.net/valorant/HyP
145,HyP,Damien Souville,France,Mandatory,Active,10,10,MDR,2026-01-04,Present,2026-01-04 —Present,Substitute,True,39,2026,2026,[],https://liquipedia.net/valorant/HyP
146,Jakexd,Alhan Meguenni,France,,Active,1,4,Team Heretics,2022-02-10,2022-03-08,2022-02-10 — 2022-03-08,Active,False,26,2022,2022,[],https://liquipedia.net/valorant/Jakexd
147,Jakexd,Alhan Meguenni,France,,Active,2,4,WYLDE,2022-05-05,2022-08-06,2022-05-05 — 2022-08-06,Active,False,93,2022,2022,[],https://liquipedia.net/valorant/Jakexd
148,Jakexd,Alhan Meguenni,France,,Active,3,4,beGenius ESC,2022-10-18,2023-03-13,2022-10-18 — 2023-03-13,Active,False,146,2022,2023,[],https://liquipedia.net/valorant/Jakexd
149,Jakexd,Alhan Meguenni,France,,Active,4,4,Akroma,2023-04-02,2023-07-01,2023-04-02 — 2023-07-01,Active,False,90,2023,2023,[],https://liquipedia.net/valorant/Jakexd
150,Jamelinho213,Ryad Bentot,France,Eintracht Frankfurt,Active,1,2,UCAM Esports,2025-10-01,2025-10-13,2025-10-01 — 2025-10-13,Active,False,12,2025,2025,[],https://liquipedia.net/valorant/Jamelinho213
151,Jamelinho213,Ryad Bentot,France,Eintracht Frankfurt,Active,2,2,SGE,2026-01-09,Present,2026-01-09 —Present,Active,True,34,2026,2026,[],https://liquipedia.net/valorant/Jamelinho213
